client_id,primary_org_id,first_name,last_name,middle_name,aliases,dob,age,gender,indigenous_identity,citizenship_status,veteran_status,primary_language,current_sleeping_location,housing_status,first_homeless_date,current_episode_start_date,days_homeless_past_3_years,chronic_homeless_flag,mental_health_flag,substance_use_flag,physical_health_flag,developmental_flag,bnl_active_flag,bnl_status,ca_enrolled_flag,ca_priority_level,assessment_tool,assessment_date,assessment_total_score,assessment_acuity_level,last_contact_date,ocap_protected,ocap_governing_nation,ocap_data_use_conditions,consent_coverage_level,default_sharing_scope,current_consent_id,phone,email
CLI-0259,ORG-0004,JeSSe,EDWARDS,Marcus,,1974-11-26,52,male,non_indigenous,canadian_citizen,False,french,transitional_housing,homeless,2022-09-25,2022-11-21,59,True,False,False,False,True,False,,True,p1,VI_SPDAT,2023-12-10,6.0,moderate,02/09/2026,False,,,full,no_sharing,CNS-04647,(250) 886-2864,audrey72@example.net
CLI-0260,ORG-0009,TRACY,Powell,,,"October 07, 1970",56,non_binary,non_indigenous,canadian_citizen,False,other,unsheltered,homeless,2022-02-21,2022-05-21,167,True,True,True,True,False,False,,True,p2,VI_SPDAT,01/03/2026,6.0,moderate,2026-04-01,False,,,partial,single_agency_only,CNS-00368,(250) 899-4603,lisawallace@example.net
CLI-0261,ORG-0002,Jose,Travis,,,2005-11-23,21,male,unknown,canadian_citizen,True,english,institution,homeless,2025-03-09,23/03/2026,506,True,True,False,False,False,False,,True,p2,family,"September 12, 2023",2.0,low,2026-02-27,False,,,partial,no_sharing,CNS-02827,250-367-9920,mcconnellpamela@example.org
CLI-0262,ORG-0004,matthew,Daniels,Robert,,05/04/2000,26,male,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2021-03-28,12/06/2025,78,False,False,False,False,False,False,,True,p2,VI_SPDAT,2024-05-23,12.0,very_high,2026-04-16,False,,,partial,no_sharing,CNS-03027,250.877.8389,savannah15@example.net
CLI-0263,ORG-0009,Chelsea,Cox,Katherine,,2005-08-03,21,non_binary,first_nations,canadian_citizen,False,english,unknown,homeless,2019-12-25,2022-10-09,650,False,True,True,False,False,True,housed,True,p1,VI_SPDAT,2023-06-13,9.0,high,2026-03-06,True,Pauquachin,No secondary use; annual review; nation data steward approval,none,no_sharing,CNS-01851,(250) 388-9065,brittanyjackson@example.org
CLI-0264,ORG-0003,MariO,Wolf,James,Andrea,1967-07-25,59,male,prefer_not_to_answer,canadian_citizen,False,english,unsheltered,homeless,2024-04-22,02/01/2026,1014,False,False,True,False,False,True,inactive,True,p2,TAY_VI_SPDAT,01/27/2023,10.0,high,03/24/2026,False,,,minimal,no_sharing,CNS-03467,(250) 687-0262,jlee@example.net
CLI-0265,ORG-0007,Timothy,Kim,,,19/11/1989,37,male,unknown,canadian_citizen,True,english,unknown,homeless,2025-10-24,2025-11-07,819,True,False,True,False,False,False,,True,p3,local,2023-02-27,12.0,very_high,2026-04-18,False,,,partial,single_agency_only,CNS-00377,(250) 595-2350,sharon86@example.com
CLI-0266,ORG-0008,Michael,Martinez,,,"November 27, 1973",53,male,first_nations,refugee_claimant,False,english,emergency_shelter,homeless,07/29/2024,2025-06-09,872,False,True,False,False,False,True,inactive,True,p3,none,,,,2026-03-04,True,Pauquachin,No secondary use; annual review; nation data steward approval,partial,single_agency_only,CNS-01928,(250) 933-6924,
CLI-0267,ORG-0004,william,lynch,John,,1980-01-04,46,male,non_indigenous,canadian_citizen,False,french,couch_surfing,homeless,2020-05-21,2022-06-20,441,False,False,True,False,False,False,,False,,VI_SPDAT,2025-04-17,5.0,moderate,2026-03-16,False,,,full,limited_agencies,CNS-04859,250-918-4637,
CLI-0268,ORG-0002,Christopher,Pierce,Andrea,,13/02/2006,20,male,first_nations,unknown,False,english,emergency_shelter,homeless,2023-11-11,2026-01-29,44,True,False,False,True,False,False,,False,,none,,,,03/03/2026,True,Esquimalt,No secondary use; annual review; nation data steward approval,none,single_agency_only,CNS-00383,250-851-8769,howardsabrina@example.com
CLI-0269,ORG-0006,Brandon,Gay,,,1973-07-20,53,male,non_indigenous,refugee_claimant,False,english,unsheltered,homeless,2025-11-05,2026-01-07,784,True,False,False,False,False,False,,False,,VI_SPDAT,07/01/2023,10.0,high,2026-04-10,False,,,minimal,all_dsa_agencies,,N/A,abbottchristopher@example.net
CLI-0270,ORG-0006,Susan,Murray,David,,1966-07-24,60,female,first_nations,canadian_citizen,False,english,unsheltered,homeless,01/15/2026,03/20/2026,95,False,False,False,False,False,True,housed,True,p3,local,2025-08-14,7.0,moderate,2026-02-09,False,,,none,all_dsa_agencies,CNS-01313,250-774-2877,rhonda99@example.net
CLI-0271,ORG-0008,Ronnie,Jimenez,Jennifer,,1994-11-23,32,male,non_indigenous,refugee_claimant,False,english,transitional_housing,homeless,2019-07-12,09/07/2025,1037,True,False,False,False,False,False,,False,,VI_SPDAT,2023-05-13,9.0,high,2026-04-11,False,,,minimal,no_sharing,CNS-02069,(250) 480-0212,
CLI-0272,ORG-0007,JOrDaN,HILL,,,1988-05-03,38,male,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,03/08/2021,"November 29, 2025",777,True,False,False,True,False,True,inactive,True,p1,VI_SPDAT,08/07/2023,12.0,very_high,2026-03-10,False,,,full,no_sharing,CNS-00391,250-749-9968,luke73@example.com
CLI-0273,ORG-0006,ruben,Baird,,,1973-03-20,53,male,non_indigenous,unknown,False,english,hotel_motel,homeless,2020-06-03,2025-12-21,626,False,True,True,False,False,False,,False,,VI_SPDAT,2024-03-07,13.0,very_high,2026-02-16,False,,,full,limited_agencies,CNS-03733,250-852-8165,
CLI-0274,ORG-0008,Dana,ARNOLD,,,1992-06-14,34,female,prefer_not_to_answer,canadian_citizen,False,french,transitional_housing,homeless,2018-08-11,2022-01-07,967,False,False,True,False,False,False,,True,p3,none,,,,14/02/2026,False,,,partial,limited_agencies,CNS-02694,(250) 477-0956,gjohnson@example.com
CLI-0275,ORG-0001,janet,weeks,William,,1983-07-22,43,female,unknown,canadian_citizen,False,english,emergency_shelter,homeless,2018-05-21,09/19/2019,523,False,True,True,False,False,False,,False,,TAY_VI_SPDAT,07/03/2023,16.0,very_high,2026-03-19,False,,,none,single_agency_only,CNS-02262,250-467-6667,
CLI-0276,ORG-0008,Sherry,Shields,Joshua,,,21,female,non_indigenous,refugee_claimant,False,english,emergency_shelter,homeless,2024-05-30,2024-10-05,233,False,False,True,False,False,False,,False,,VI_SPDAT,2023-02-10,9.0,high,2026-03-10,False,,,none,all_dsa_agencies,CNS-03976,(250) 783-7628,kelli08@example.org
CLI-0277,ORG-0009,Rachel,Perry,Sarah,,1954-02-06,72,female,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,27/05/2019,2025-01-28,641,False,True,True,False,False,False,,False,,VI_SPDAT,2024-09-07,7.0,moderate,2026-01-24,False,,,minimal,no_sharing,CNS-00400,,staceyparker@example.net
CLI-0278,ORG-0003,katie,Hoover,,,1964-09-07,62,female,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2020-11-11,2022-04-28,811,True,True,False,True,False,False,,True,p2,TAY_VI_SPDAT,2023-10-21,10.0,high,2026-03-28,False,,,partial,all_dsa_agencies,CNS-04646,(250) 304-9376,daniellestevenson@example.net
CLI-0279,ORG-0005,Douglas,Evans,Brenda,,1962-07-27,64,male,prefer_not_to_answer,canadian_citizen,False,other,unsheltered,homeless,09/29/2021,2026-02-08,589,True,False,True,True,False,False,,False,,TAY_VI_SPDAT,2024-03-31,2.0,low,2026-03-08,False,,,full,all_dsa_agencies,CNS-02665,2505172895,williamskevin@example.org
CLI-0280,ORG-0003,Yvonne,bURNS,Edgar,,2002-06-23,24,female,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2022-07-09,2025-03-11,291,True,True,True,False,False,False,,False,,local,2026-03-08,11.0,high,02/22/2026,False,,,full,single_agency_only,CNS-03061,(250) 434-5883,
CLI-0281,ORG-0004,JOSHUA,Reed,Andrea,Amy,1946-08-17,80,male,prefer_not_to_answer,canadian_citizen,False,english,couch_surfing,homeless,2018-11-12,2021-07-22,221,False,False,True,False,False,False,,False,,VI_SPDAT,2023-01-22,12.0,very_high,2026-03-14,False,,,partial,no_sharing,CNS-03393,(250) 862-1972,williammaldonado@example.org
CLI-0282,ORG-0008,Jordan,morris,Jacob,,2002-04-27,24,female,non_indigenous,canadian_citizen,False,english,transitional_housing,homeless,2019-11-23,2025-10-06,490,False,True,False,False,False,False,,False,,none,,,,2026-03-23,False,,,none,limited_agencies,CNS-01874,2503106563,
CLI-0283,ORG-0006,michael,Armstrong,Jesus,,"February 10, 1973",53,male,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,26/01/2018,12/21/2024,972,False,False,True,False,False,True,inactive,True,p3,family,2024-12-27,13.0,very_high,"January 20, 2026",False,,,full,no_sharing,CNS-01623,250-574-3537,charles37@example.org
CLI-0284,ORG-0008,Patricia,williams,,Julie,1944-07-04,82,female,first_nations,refugee_claimant,False,english,transitional_housing,homeless,2019-10-26,2021-05-20,754,True,False,False,False,False,False,,False,,TAY_VI_SPDAT,2024-08-06,7.0,moderate,"January 24, 2026",True,Pauquachin,No secondary use; annual review; nation data steward approval,partial,no_sharing,CNS-02921,(250) 972-4973,
CLI-0285,ORG-0007,Michael,shepherd,Paul,,1954-11-09,72,male,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,03/19/2019,06/13/2019,288,False,True,False,False,False,False,,False,,local,2024-12-01,12.0,very_high,2026-03-14,False,,,full,no_sharing,CNS-02222,250-508-9330,
CLI-0286,ORG-0008,mAtThew,Hoover,Tina,,"April 20, 1965",61,male,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2023-08-21,2025-05-07,401,False,False,False,True,False,False,,False,,VI_SPDAT,2025-04-01,11.0,high,2026-01-23,False,,,minimal,limited_agencies,CNS-02991,2509262070,tracey63@example.com
CLI-0287,ORG-0003,Jon,Johnson,Wayne,,2004-01-13,22,male,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,2018-07-15,07/28/2020,113,True,True,False,False,False,True,active,True,p2,VI_SPDAT,2023-07-26,7.0,moderate,03/15/2026,False,,,partial,single_agency_only,CNS-00410,250.383.8754,
CLI-0288,ORG-0008,Leslie,Kane,,,2005-01-22,21,female,unknown,canadian_citizen,False,english,unsheltered,homeless,2024-10-02,2025-02-02,114,False,True,False,False,False,False,,True,p1,family,"July 22, 2023",6.0,moderate,2026-01-28,False,,,minimal,single_agency_only,CNS-00413,2503107852,christyscott@example.com
CLI-0289,ORG-0008,Shelly,Alexander,Alicia,,1984-07-18,42,female,unknown,unknown,False,indigenous_language,transitional_housing,homeless,27/08/2023,2025-11-13,74,False,False,True,False,False,False,,False,,VI_SPDAT,2023-05-05,8.0,high,04/17/2026,False,,,partial,no_sharing,CNS-03102,(250) 666-3975,jamie46@example.net
CLI-0290,ORG-0008,Joyce,Bowen,Robert,,1985-09-13,41,female,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,27/11/2020,2022-08-10,481,True,True,False,False,True,False,,False,,none,,,,2026-02-25,False,,,full,limited_agencies,CNS-04679,(250) 265-8906,perryrobert@example.com
CLI-0291,ORG-0005,Matthew,Moore,Terrance,,1953-04-18,73,male,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,"December 28, 2021",2023-03-22,602,False,True,False,False,False,False,,True,p3,VI_SPDAT,2026-04-09,14.0,very_high,2026-02-01,False,,,none,single_agency_only,CNS-03832,250-392-7368,lisafreeman@example.net
CLI-0292,ORG-0009,Tracy,morgan,,Heather,,39,female,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,"July 04, 2023",2026-02-23,399,True,False,False,False,False,False,,False,,VI_SPDAT,20/01/2024,5.0,moderate,2026-01-27,False,,,partial,all_dsa_agencies,CNS-04387,250-775-1603,
CLI-0293,ORG-0007,Marie,Christian,,Melissa,Unknown,58,female,first_nations,canadian_citizen,False,french,emergency_shelter,homeless,2019-03-13,11/04/2025,723,False,True,True,False,False,False,,True,p3,VI_SPDAT,2023-12-01,12.0,very_high,2026-02-27,True,Songhees,No secondary use; annual review; nation data steward approval,minimal,no_sharing,CNS-04729,250.444.5531,sanderson@example.org
CLI-0294,ORG-0003,Shannon,james,,,02/01/1963,63,female,first_nations,canadian_citizen,False,english,emergency_shelter,homeless,2025-09-14,2026-03-16,260,False,False,True,False,True,False,,False,,VI_SPDAT,2023-06-06,5.0,moderate,2026-04-07,True,Pauquachin,No secondary use; annual review; nation data steward approval,minimal,all_dsa_agencies,CNS-00419,2508517477,walshdarius@example.com
CLI-0295,ORG-0006,Emily,higgInS,,,2000-09-11,26,female,non_indigenous,unknown,False,english,emergency_shelter,homeless,2025-12-24,2026-04-05,186,False,True,False,False,False,False,,False,,none,,,,2026-02-06,False,,,none,no_sharing,CNS-01497,250-834-7198,
CLI-0296,ORG-0008,Peter,Brennan,,,1947-05-05,79,male,prefer_not_to_answer,canadian_citizen,False,english,emergency_shelter,homeless,2020-10-05,28/11/2022,887,False,True,False,False,False,False,,False,,local,2023-06-21,7.0,moderate,2026-04-03,False,,,none,limited_agencies,CNS-03879,2509077756,stephanie64@example.net
CLI-0297,ORG-0002,Andrew,JONES,Crystal,,2007-06-01,19,male,unknown,canadian_citizen,False,english,unsheltered,homeless,2020-07-09,2021-02-22,312,False,True,True,False,False,True,inactive,True,p3,none,,,,2026-03-14,False,,,minimal,all_dsa_agencies,CNS-03453,250-450-0334,justin94@example.org
CLI-0298,ORG-0002,TAMMIE,Bright,Julie,Ryan,08/27/2009,17,female,metis,canadian_citizen,False,english,emergency_shelter,homeless,12/25/2022,2023-01-21,617,True,True,True,False,False,True,inactive,True,p2,local,2023-11-25,9.0,high,2026-01-20,True,Tsawout,No secondary use; annual review; nation data steward approval,none,no_sharing,CNS-02663,250-858-4729,
CLI-0299,ORG-0008,AnnEtTe,Schultz,Monique,,04/14/1993,33,non_binary,non_indigenous,permanent_resident,False,english,emergency_shelter,homeless,11/14/2018,2024-02-14,1007,False,False,False,False,True,False,,False,,VI_SPDAT,2025-05-18,13.0,very_high,02/12/2026,False,,,minimal,all_dsa_agencies,CNS-04482,250-726-3435,peterstyler@example.org
CLI-0300,ORG-0002,Jill,Benson,,,20/06/2009,17,female,non_indigenous,canadian_citizen,False,indigenous_language,emergency_shelter,homeless,2018-12-16,2025-05-08,121,True,True,True,True,False,False,,False,,VI_SPDAT,2023-01-18,6.0,moderate,03/05/2026,False,,,minimal,no_sharing,CNS-02295,250-438-0569,
CLI-0301,ORG-0009,Steven,Williams,,,22/12/1949,77,male,non_indigenous,canadian_citizen,False,other,transitional_housing,homeless,2019-01-19,2021-08-24,471,True,False,True,False,False,True,active,True,p2,TAY_VI_SPDAT,2025-11-23,13.0,very_high,06/04/2026,False,,,minimal,no_sharing,CNS-00427,(250) 833-9340,whitakerjack@example.net
CLI-0302,ORG-0003,REBECCA,Carter,,,1969-07-02,57,female,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,12/25/2018,2024-07-29,222,True,False,True,True,False,False,,True,p3,VI_SPDAT,2024-12-24,12.0,very_high,2026-01-30,False,,,full,limited_agencies,CNS-03406,(250) 671-6841,allenchristina@example.com
CLI-0303,ORG-0008,Jade,Thomas,,,1972-03-04,54,two_spirit,non_indigenous,permanent_resident,True,english,unsheltered,homeless,2025-08-28,2025-09-07,146,True,False,False,False,False,True,housed,True,p2,TAY_VI_SPDAT,2024-08-18,10.0,high,2026-03-08,False,,,partial,no_sharing,CNS-00429,250.603.2512,scotthammond@example.net
CLI-0304,ORG-0002,Joseph,Knight,,,2007-07-28,19,male,first_nations,canadian_citizen,False,english,unsheltered,homeless,09/23/2018,04/14/2022,731,False,False,False,True,False,False,,False,,none,,,,2026-01-23,True,Tsawout,No secondary use; annual review; nation data steward approval,partial,no_sharing,CNS-00430,250-264-2872,kaylahardy@example.org
CLI-0305,ORG-0003,Rebecca,Jackson,,,1959-07-02,67,non_binary,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2025-12-28,2026-02-23,889,False,True,False,False,False,True,active,True,p2,VI_SPDAT,2025-05-27,10.0,high,"March 03, 2026",False,,,minimal,limited_agencies,CNS-03053,2506334066,frymatthew@example.com
CLI-0306,ORG-0004,BOB,Pitts,Christine,,1988-03-23,38,male,unknown,canadian_citizen,False,english,couch_surfing,homeless,2026-03-28,2026-04-07,59,False,False,False,True,False,False,,False,,TAY_VI_SPDAT,2025-04-12,5.0,moderate,2026-02-21,False,,,full,no_sharing,CNS-02348,,michaelgonzalez@example.net
CLI-0307,ORG-0003,David,durham,,,2003-12-07,23,male,non_indigenous,permanent_resident,False,other,emergency_shelter,homeless,2019-05-27,12/30/2024,963,False,True,False,False,False,False,,True,p3,VI_SPDAT,2024-11-18,13.0,very_high,02/02/2026,False,,,partial,no_sharing,CNS-03447,2504691023,myerseric@example.com
CLI-0308,ORG-0007,Charles,murray,,,07/13/1996,30,male,non_indigenous,permanent_resident,False,english,transitional_housing,homeless,2024-12-31,2026-04-19,234,False,False,False,False,False,True,active,True,p2,VI_SPDAT,2024-03-09,13.0,very_high,2026-02-16,False,,,none,no_sharing,CNS-03941,(250) 678-4303,perezcourtney@example.com
CLI-0309,ORG-0002,dAViD,Scott,,,2007-08-04,19,male,non_indigenous,canadian_citizen,False,english,unsheltered,homeless,2022-08-27,2024-01-03,38,False,False,False,False,False,False,,True,p2,local,2025-11-28,9.0,high,2026-04-05,False,,,minimal,single_agency_only,CNS-03360,,
CLI-0310,ORG-0003,Alexandra,Ballard,,,13/11/1994,32,female,non_indigenous,canadian_citizen,False,english,couch_surfing,homeless,2024-06-22,2025-07-28,562,True,False,False,True,False,False,,True,p3,TAY_VI_SPDAT,2023-01-24,8.0,high,2026-04-09,False,,,partial,all_dsa_agencies,CNS-01374,2506663856,carolynroberts@example.org
CLI-0311,ORG-0009,STEPHANIE,Byrd,Eric,,1968-03-15,58,female,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2025-02-28,2025-12-21,241,False,True,True,False,False,True,active,True,p1,local,2024-01-05,8.0,high,2026-01-30,False,,,full,no_sharing,CNS-04140,(250) 586-2679,amystewart@example.org
CLI-0312,ORG-0006,Jeremy,Reed,,,1977-07-03,49,male,non_indigenous,canadian_citizen,False,english,emergency_shelter,homeless,2018-05-10,09/02/2019,732,False,False,False,False,False,False,,False,,VI_SPDAT,05/06/2024,14.0,very_high,"February 03, 2026",False,,,partial,all_dsa_agencies,CNS-00439,2505798321,ortizamanda@example.net
CLI-0313,ORG-0009,Laurie,Fowler,,,1985-06-04,41,female,first_nations,canadian_citizen,False,english,emergency_shelter,homeless,2022-11-23,2025-10-07,849,True,False,True,True,False,False,,False,,VI_SPDAT,2025-03-15,11.0,high,2026-02-01,True,Pauquachin,No secondary use; annual review; nation data steward approval,minimal,limited_agencies,CNS-00442,(250) 832-4817,jennifermorris@example.org
CLI-0314,ORG-0004,Jeff,WRIGHT,Megan,,1966-05-27,60,male,first_nations,canadian_citizen,False,english,unsheltered,homeless,2023-12-14,12/08/2024,845,True,True,False,False,False,True,housed,True,p3,none,,,,2026-01-28,False,,,partial,single_agency_only,CNS-00445,,
CLI-0315,ORG-0006,Curtis,Cruz,,,1991-01-23,35,male,non_indigenous,permanent_resident,False,english,institution,homeless,13/07/2025,2025-08-20,893,False,False,False,False,False,False,,False,,VI_SPDAT,"October 08, 2025",7.0,moderate,2026-03-23,False,,,full,single_agency_only,CNS-04116,,dsmith@example.com
CLI-0316,ORG-0007,John,Young,,,"October 13, 1966",60,male,first_nations,canadian_citizen,False,english,emergency_shelter,homeless,2025-03-27,2025-04-04,172,False,False,True,False,False,False,,False,,none,,,,04/03/2026,True,Tsawout,No secondary use; annual review; nation data steward approval,none,all_dsa_agencies,CNS-04162,250-695-5719,vincentkathleen@example.org
CLI-0317,ORG-0009,Kenneth,ANDREWS,Victoria,,1986-12-15,40,male,non_indigenous,canadian_citizen,False,other,housed,housed,2020-07-17,2022-06-14,210,False,False,True,True,False,False,,False,,VI_SPDAT,2023-04-18,17.0,very_high,2026-02-21,False,,,full,all_dsa_agencies,CNS-01382,(250) 457-3871,
